GRAND_ID,GDW_ID,Name,Main_use,Uses,Cap_mcm,River,Disch_ls,Reg_degre,Elev,area_km,perm_km,HUC2,Lat,Long
355,606,Bighorn Lake,Irrigation,"Irrigation (Main), Hydropower (Sec), Water supply (Sec), Flood control (Sec), Recreation (Sec), Other (Sec)",1760.6,Bighorn River,113929,49,1105,11.103,63.582,10,45.30585900000001,-107.95714299999997
362,624,Clark Canyon,Irrigation,"Irrigation (Main), Flood control (Sec)",281.208,Beaverhead River,19694,35.1,1687,18.071,26.201,10,44.99786900000003,-112.86042599999996
364,633,Hebgen Lake,Hydroelectricity,"Hydropower (Main), Water supply (Sec), Flood control (Sec), Recreation (Sec)",648.3,Madison River,24465,84,1991,48.229,85.438,10,44.86322700000005,-111.33405699999997
368,642,Lima,Irrigation,Irrigation (Main),164.1,Red Rock River,9658,53.9,2003,14.348,47.031,10,44.65490200000005,-112.363205
373,651,Buffalo Bill,Hydroelectricity,"Hydropower (Main), Irrigation (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",797.626,Shoshone River,7950,297.6,1638,25.718,37.141,10,44.500233,-109.18681899999996
374,655,Island Park,Irrigation,Irrigation (Main),169.953,Henrys Fork,14223,35,1922,29.103,82.69,17,44.42005100000009,-111.39499099999995
384,127,Jackson Lake,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",1078.232,Snake River,23618,144.6,2060,106.319,124.109,17,43.85748500000004,-110.59112599999997
386,683,Lake Owyhee,Irrigation,Irrigation (Main),900.883,Owyhee River,32208,86.8,809,40.562,168.901,17,43.639981999999996,-117.23852199999999
387,2462,Arrowrock,Irrigation,"Irrigation (Main), Hydropower (Sec), Flood control (Sec)",357.954,Boise River,23205,48.3,974,8.829,53.337,17,43.59355800000008,-115.92157599999996
391,2468,Lucky Peak Lake,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec)",378.7,Boise River,29634,40.5,910,5.763,35.564,17,43.52635900000014,-116.05208299999997
393,694,Boysen,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",1094.26,Wind,56618,38,1439,74.557,127.822,10,43.41415700000007,-108.17722099999997
396,699,Palisades,Irrigation,"Irrigation (Main), Hydropower (Sec), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",1498.168,Snake River,103326,45.4,1711,59.738,83.964,17,43.330514000000065,-111.20202799999998
398,704,Bull Lake,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",187.2,Bull Lake Creek,2094,283.5,1767,10.889,27.81,10,43.209951000000004,-109.04441299999996
405,709,C.J. Strike,Hydroelectricity,"Hydropower (Main), Irrigation (Sec), Recreation (Sec)",309.11,Snake River,459401,2.1,745,25.203,88.893,17,42.947917000000054,-115.97291699999994
411,134,American Falls,Irrigation,"Irrigation (Main), Hydropower (Sec), Recreation (Sec)",2103.993,Snake River,251532,26,1324,199.627,141.276,17,42.779062000000096,-112.87370799999997
413,717,Lake Walcott,Irrigation,"Irrigation (Main), Hydropower (Sec), Recreation (Sec)",122.911,Snake River,272162,1.4,1275,30.569,56.933,17,42.66760900000002,-113.48408399999994
416,721,Pathfinder,Irrigation,"Irrigation (Main), Hydropower (Sec)",1308.226,North Platte River,73730,53.9,1779,75.194,145.697,10,42.463910000000055,-106.85370599999999
421,727,Seminoe,Irrigation,"Irrigation (Main), Hydropower (Sec), Recreation (Sec)",1254.8,North Platte River,49468,80.4,1934,57.29,198.577,10,42.154838000000055,-106.90635799999995
423,732,Fontenelle,Hydroelectricity,"Hydropower (Main), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",432.579,Green River,56459,10.4,1978,31.367,53.988,14,42.028371000000014,-110.06562499999995
438,2611,Pineview,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Water supply (Sec), Recreation (Sec)",139.773,Ogden River,5218,82.5,1490,9.689,34.53,16,41.25482600000001,-111.84179499999999
451,137,Flaming Gorge,Water supply,"Water supply (Main), Hydropower (Sec), Flood control (Sec), Recreation (Sec)",4518.063,Green River,97626,140.8,1836,126.703,325.871,14,40.91566500000003,-109.42047099999996
477,2722,Deer Creek,Irrigation,"Irrigation (Main), Hydropower (Sec), Recreation (Sec)",189.329,Provo River,7363,79.5,1652,9.587,28.134,16,40.407034000000095,-111.52582099999995
488,767,Bor Starvation,Water supply,Water supply (Main),233.1,Strawberry River,5871,125.9,1741,11.274,38.181,14,40.19126400000004,-110.44483399999996
492,771,Lake Granby,Irrigation,"Irrigation (Main), Hydropower (Sec)",664.8,Colorado River,1936,940.6,2520,24.704,51.374,14,40.13974800000005,-105.85601299999996
493,772,Strawberry,Irrigation,"Irrigation (Main), Hydropower (Sec), Water supply (Sec), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",1390.9,Strawberry River,2114,2086.3,2316,61.197,121.241,14,40.13714600000006,-111.02827499999995
497,2759,Williams Fork,Water supply,Water supply (Main),125.3,Williams Fork River,3601,110.3,2379,5.351,18.079,14,40.03395000000002,-106.20594299999999
502,2775,Green Mountain,Irrigation,"Irrigation (Main), Hydropower (Sec), Recreation (Sec)",189.433,Blue River,9539,46.2,2416,6.652,24.137,14,39.876756000000036,-106.32930899999997
509,783,Dillon,Recreation,"Recreation (Main), Water supply (Sec)",376.2,Blue River,4138,288.3,2751,12.318,34.152,14,39.61875000000002,-106.06041599999998
511,2800,Chatfield Lake,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec)",64.839,South Platte River,8869,156.6,1658,5.248,13.228,10,39.55497000000005,-105.05624999999999
517,2823,Ruedi,Irrigation,"Irrigation (Main), Fisheries (Sec)",160.4,Fryingpan River,2815,180.7,2361,2.999,14.834,14,39.36497700000011,-106.81449599999996
519,2833,Sugar Loaf,Irrigation,"Irrigation (Main), Recreation (Sec), Fisheries (Sec)",178.519,Lake Fork of Arkansas River,256,2071,3011,6.426,16.484,11,39.25366300000009,-106.37140799999999
522,2838,Cheesman,Water supply,Water supply (Main),107.6,South Platte River,4775,71.5,2086,2.672,20.3,10,39.21003900000005,-105.27388199999996
529,2867,Antero,Water supply,"Water supply (Main), Recreation (Sec)",29.29,South Fork of South Platte River,632,711.5,2726,9.128,18.678,10,38.98929700000006,-105.89565499999998
530,2870,Spinney Mountain,Water supply,"Water supply (Main), Recreation (Sec)",102.7,South Platte River,2405,135.4,2647,6.149,13.128,10,38.97361000000007,-105.62360799999999
536,2881,Taylor Park,Irrigation,Irrigation (Main),131,Taylor Park,3353,123.9,2841,5.861,13.483,14,38.820602000000086,-106.60428899999994
541,816,Blue Mesa,Hydroelectricity,"Hydropower (Main), Irrigation (Sec), Flood control (Sec), Recreation (Sec)",1021.488,Gunnison River,52371,55.9,2288,30.256,93.391,14,38.453670000000045,-107.33361099999996
554,2935,Lloyd Lake,Irrigation,Irrigation (Main),338.467,Cherry Creek,4469,239.4,1439,6.718,15.929,18,37.977502000000044,-119.910579
567,842,McPhee,Irrigation,"Irrigation (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",472.608,Delores,9433,95,2111,14.871,55.403,14,37.57821500000005,-108.57143599999995
575,2982,Vallecito,Irrigation,Irrigation,154.971,Los Pinos River,3120,157.2,2333,9.847,16.644,14,37.377799000000046,-107.57206399999995
597,146,Lake Powell,Hydroelectricity,"Hydropower (Main), Irrigation (Sec), Water supply (Sec), Recreation (Sec), Other (Sec)",29422.124,Colorado River,562446,141.3,1121,120.798,306.228,14,36.93963500000006,-111.48522799999995
601,856,Navajo,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec)",2057.114,San Juan River,43946,92.2,1852,52.196,184.645,14,36.801492000000046,-107.60948099999996
604,861,El Vado Reservoir Dam,Irrigation,Irrigation (Main),270.8,Rio Chama,6236,137.7,2102,11.183,32.873,13,36.594947000000076,-106.73298899999998
610,153,Lake Mead,Water supply,"Water supply (Main), Irrigation (Sec), Hydropower (Sec)",36700,Colorado River,586683,198.4,370,581.059,759.631,15,36.01819100000009,-114.73500599999994
613,3064,Cochiti Lake,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec), Other (Sec)",162.585,Rio Grande,61111,46.2,1630,4.307,18.922,13,35.61975000000007,-106.31748499999998
616,908,Lake Mohave,Hydroelectricity,Hydropower (Main),2242.9,Colorado River,507351,14,198,98.685,188.8,15,35.20227000000007,-114.57279099999994
625,3142,Lake Piru,Water supply,"Water supply (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec)",115.824,Piru Creek,6722,51.2,320,3.619,13.783,18,34.46214700000011,-118.75339099999997
629,935,Lake Havasu,Water supply,"Water supply (Main), Irrigation (Sec), Hydropower (Sec)",838.89,Colorado River,519260,4.9,136,60.776,151.002,15,34.29867000000008,-114.13872499999997
657,173,Elephant Butte Reservoir,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec)",2932.4,Rio Grande,53131,175,1351,110.325,162.201,13,33.15604900000005,-107.18925299999997
753,20,Lake Sakakawea,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec), Navigation (Sec)",30220,Missouri,803718,119.2,555,1130.064,1199.922,10,47.50613000000004,-101.43229199999996
767,116,Leech Lake Reservoir,Recreation,"Recreation (Main), Water supply (Sec), Flood control (Sec), Navigation (Sec), Fisheries (Sec)",838.8,Leech River,17440,152.5,391,413.681,292.959,07,47.25178200000004,-94.22351799999996
768,6853,Pokegama Reservoir,Recreation,"Recreation (Main), Water supply (Sec), Flood control (Sec), Navigation (Major), Fisheries (Sec)",978,Mississippi,51311,9.1,384,36.1,136.416,07,47.25132609100004,-93.58828518799999
774,527,Lake Ashtabula,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec)",192.4,Sheyenne River,18486,33,383,19.855,88.897,09,47.03629700000004,-98.07989799999996
798,544,Lake Tschida,Irrigation,"Irrigation (Main), Flood control (Sec)",177.952,Offstream Heart River,11414,147.4,624,10.441,35.796,10,46.596531000000034,-101.81219199999998
837,585,Shadehill,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec), Other (Sec)",578,Grand River,16075,114,687,17.259,53.671,10,45.75110700000003,-102.20315499999998
868,640,Belle Fourche,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec)",242.74,Belle Fourche River,1427,507.8,902,28.953,54.112,10,44.73543799999999,-103.67731799999996
870,21,Lake Oahe,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec), Navigation (Sec)",29110,Missouri,965451,95.6,485,1095.029,1675.157,10,44.4563160000001,-100.39796999999999
872,656,Keyhole,Irrigation,"Irrigation (Main), Flood control (Sec)",236.215,Belle Fourche River,9632,75.5,1247,15.075,55.256,10,44.379972000000066,-104.78124999999994
882,2429,Pactola,Water supply,"Water supply (Main), Irrigation (Sec), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",173.8,Rapid Creek,1421,387.8,1398,2.755,17.504,10,44.07291700000008,-103.49062499999997
884,126,Lake Sharpe,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec), Navigation (Sec)",2343.6,Missouri,986072,7.5,428,228.918,340.552,10,44.0397850000001,-99.44864599999994
893,698,Angostura,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec), Other (Sec)",163.702,Cheyenne River,34081,9.5,971,16.285,39.705,10,43.34207300000002,-103.43548899999996
895,713,Lewis and Clark Lake,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec), Recreation (Sec), Navigation (Sec)",666.1,Missouri,950348,2.2,364,85.016,76.843,10,42.85033700000005,-97.48324399999996
898,720,Glendo,Flood control,"Flood control (Main), Irrigation (Sec), Hydropower (Sec)",884.559,North Platte River,89257,19.9,1406,36.033,77.505,10,42.480230000000084,-104.95329899999996
924,756,Rathbun Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Navigation (Sec)",724.797,Chariton River,11902,181.4,274,50.652,144.532,10,40.831517000000076,-92.88137699999999
938,2726,Harry Strunk Lake,Irrigation,"Irrigation (Main), Flood control (Sec)",63.102,Medicine Creek,1228,618.2,724,5.551,28.089,10,40.37890200000003,-100.21944699999995
939,2729,Hugh Butler Lake,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec)",201.6,Red Willow Creek,681,938.7,786,4.966,24.333,10,40.36083700000004,-100.66625099999999
948,775,Harlan County Lake,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec)",1018.5,Republican,22093,146.2,595,50.064,61.12,10,40.07286899999999,-99.21466999999996
953,2781,Keith Sebelius Lake,Irrigation,"Irrigation (Main), Flood control (Sec), Recreation (Sec)",50.449,Prairie Dog Creek,1714,440.5,703,5.692,25.009,10,39.80552400000005,-99.93574999999998
955,2785,Long Branch Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",120.9,East Fork of Little Chariton Rive,2053,186.7,240,8.163,40.091,10,39.75345900000006,-92.51738199999996
956,782,Kirwin,Irrigation,"Irrigation (Main), Flood control (Sec)",178.457,North Fork of Soloman River,3053,114.9,528,12.827,47.504,10,39.65970199999998,-99.12708299999997
957,2789,Cherry Creek Lake,Flood control,"Flood control (Main), Recreation (Sec)",19.152,Cherry Creek,910,578.1,1693,3.451,8.123,10,39.64665800000003,-104.85989999999998
961,786,Mark Twain Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec)",2296.6,Salt,43720,166.6,181,58.887,223.706,07,39.52614600000007,-91.64847499999996
962,790,Waconda Lake,Irrigation,"Irrigation (Main), Water supply (Sec), Flood control (Sec), Recreation (Sec)",1136.409,Soloman River,17202,46.6,445,36.637,44.963,10,39.47308100000005,-98.31886399999996
963,795,Webster,Flood control,"Flood control (Main), Irrigation (Sec)",495.4,South Fork of Solomon River,1799,873.2,579,14.274,25.023,10,39.40559000000005,-99.42460899999998
964,796,Smithville Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec)",304.1,Little Platte River,4009,240.5,263,24.685,105.961,10,39.398007000000035,-94.55496699999998
965,800,Tuttle Creek Lake,Flood control,"Flood control (Main), Recreation (Sec), Navigation (Sec)",2896.058,Big Blue River,107275,82.3,327,42.913,83.715,10,39.26041700000005,-96.59374999999994
967,801,Perry Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",949.8,Delaware River,20161,149.4,274,40.215,85.373,10,39.11167500000009,-95.43239099999994
968,803,Milford Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec)",1660.618,Republican River,42232,106,347,65.934,116.136,10,39.078243000000036,-96.89960899999994
972,805,Wilson Lake,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec), Other (Sec)",907.8,Saline River,4918,585.3,464,34.361,89.033,10,38.963636000000044,-98.49374999999998
975,806,Clinton Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec)",454.8,Wakarusa River,7398,194.9,266,28.307,54.564,10,38.91875000000007,-95.33134799999999
976,808,Cedar Bluff,Irrigation,"Irrigation (Main), Water supply (Sec), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",239.998,Smoky Hill River,3796,154.3,658,21.206,53.705,10,38.785402,-99.72387999999995
979,810,Hillsdale Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",197.4,Big Bull Creek,3103,201.7,278,16.565,45.705,10,38.657410999999996,-94.90277499999996
980,811,Pomona Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",314,Hundred Ten Mile Creek,6705,148.5,296,13.673,41.589,10,38.65344800000006,-95.55748799999998
981,813,Kanopolis Lake,Flood control,"Flood control (Main), Irrigation (Sec), Water supply (Sec), Recreation (Sec), Other (Sec)",166.82919999999947,Smoky Hill River,13261,127.7,447,12.583,25.907,10,38.60909499999998,-97.966322
982,814,Melvern Lake,Flood control,"Flood control (Main), Recreation (Sec)",447.8,Marais des Cygnes,6792,209.1,314,23.956,79.27,10,38.514070000000054,-95.71571799999998
983,818,Marion Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",233.4,Cottonwood River,2495,296.6,412,24.651,42.643,11,38.37071600000009,-97.08314999999999
987,821,Pueblo,Irrigation,Irrigation (Main),603.3,Arkansas River,3481,549.6,1491,15.671,60.47,11,38.27291700000002,-104.72738199999998
989,142,Harry S. Truman Reservoir,Hydroelectricity,"Hydropower (Main), Water supply (Sec), Flood control (Sec), Recreation (Sec)",6416.6,Osage River,300115,67.8,215,186.964,686.036,10,38.26487300000007,-93.40624999999994
991,822,John Redmond Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",803.444,Grand Neosho River,53608,45.7,316,33.386,36.496,11,38.239796000000034,-95.76479399999995
998,828,John Martin Reservoir,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec)",750.3,Arkansas,15563,152.9,1171,44.074,61.457,11,38.06458200000004,-102.93958499999997
1000,833,Pomme de Terre Lake,Flood control,"Flood control (Main), Navigation (Sec)",801.8,Pomme de Terre River,20163,126.1,258,30.594,139.66,10,37.89718699999999,-93.32170299999996
1001,834,El Dorado Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",304.5,Walnut River,4732,204,409,30.284,77.364,11,37.84062300000006,-96.81381399999998
1003,2956,Toronto Lake,Flood control,"Flood control (Main), Water supply (Sec)",393.4,Verdigris River,15701,79.5,277,9.756,36.805,11,37.74152600000007,-95.92199599999998
1006,838,Stockton Lake,Flood control,"Flood control (Main), Hydropower (Sec), Recreation (Sec)",2064.8,Sac River,36836,177.7,265,96.492,330.42,10,37.68958300000004,-93.76874999999997
1007,2963,Fall River Lake,Flood control,"Flood control (Main), Other (Sec)",316.3,Fall River,11034,90.9,292,8.831,25.025,11,37.649317999999994,-96.06874999999997
1016,3009,Trinidad Lake,Flood control,"Flood control (Main), Irrigation (Sec), Recreation (Sec), Other (Sec)",203.4,Purgatoire River,188,3430.7,1900,4.772,16.211,11,37.14242600000003,-104.55290099999996
1017,3010,Clearwater Lake,Flood control,"Flood control (Main), Recreation (Sec), Fisheries (Sec)",509.4,Black,26218,61.6,151,6.916,33.823,11,37.13632300000006,-90.77444799999996
1020,854,Copan Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",416.9,Little Caney,11201,118,217,16.717,41.242,11,36.8863850000001,-95.97291699999994
1021,857,Great Salt Plains Lake,Flood control,"Flood control (Main), Other (Sec)",227,Salt Fork of Arkansas River,24369,158.9,349,82.761,61.837,11,36.747179000000095,-98.14047299999999
1023,858,Kaw Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Other (Sec)",1764.714,Arkansas River,116488,44.6,308,58.758,114.157,11,36.70215400000011,-96.92703199999994
1026,148,Table Rock Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",4681.92,White,147921,91.5,277,118.106,555.374,11,36.59793600000006,-93.31164799999999
1027,3029,Fort Supply Lake,Flood control,"Flood control (Main), Recreation (Sec)",33.499,Wolf Creek,4647,84.8,617,6.58,13.918,11,36.55085500000008,-99.56583899999998
1028,3030,Birch Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec)",137,Birch Creek,1235,351.8,234,3.656,24.486,11,36.53064700000005,-96.16181499999999
1032,151,Oologah Lake,Flood control,"Flood control (Main), Water supply (Sec), Recreation (Sec), Other (Sec)",2176.493,Verdigris River,93714,65.1,193,114.74,168.771,11,36.42407800000007,-95.67941599999995
1033,867,Beaver Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",2494.294,White,36352,210,343,71.362,279.191,11,36.422916000000036,-93.84921899999995
1036,152,Bull Shoals Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",6802.358,White,226176,93.5,197,153.203,697.167,11,36.36538500000004,-92.57291699999996
1042,874,Norfork Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",2501.491,North Fork of White River,64257,120.7,166,79.436,351.731,11,36.252069000000034,-92.23837699999996
1048,880,Keystone Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Other (Sec)",2313.05,Arkansas River,260936,25.1,223,79.644,247.819,11,36.152083000000076,-96.25624999999998
1050,883,Canton Lake,Flood control,"Flood control (Main), Irrigation (Sec), Water supply (Sec)",473.4,North Canadian River,9697,154.8,496,27.295,33.913,11,36.08576200000007,-98.60208299999994
1053,887,Fort Gibson Lake,Hydroelectricity,"Hydropower (Main), Flood control (Sec)",1584.3,Grand River,284421,17.7,170,67.457,189.137,11,35.870603000000095,-95.23229199999997
1060,897,Tenkiller Lake,Flood control,"Flood control (Main), Hydropower (Sec)",1518.2,Illinois River,36661,131.3,198,48.778,148.783,11,35.59539200000001,-95.03700799999996
1067,155,Greers Ferry Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Fisheries (Sec)",3508,Little Red,37380,297.6,131,118.455,313.892,11,35.52055900000005,-91.99282899999997
1077,158,Eufaula Lake,Flood control,"Flood control (Main), Hydropower (Sec), Water supply (Sec), Recreation (Sec), Other (Sec)",5220.346,Canadian River,200280,74.7,178,354.962,694.626,11,35.30795200000002,-95.35793699999994
1078,905,Dardanelle Lake,Navigation,"Navigation (Main), Hydropower (Sec), Flood control (Sec), Recreation (Sec), Fisheries (Sec)",630.545,Arkansas,1167250,1.6,106,94.299,202.154,11,35.25191200000005,-93.17291699999998
1084,912,Blue Mountain Lake,Flood control,"Flood control (Main), Recreation (Sec), Fisheries (Sec)",408.855,Petit Jean,13724,73.5,120,11.292,38.264,11,35.10295700000007,-93.65104199999996
