GRAND_ID,HUC2,Month,demand_res_irr,demand_res_watsupply,demand_Thermoelectric,Total_demand_res_Mm3_month
1758,03,7,0,1.5863849527297755,13.200504776120406,14.78688972885018
1758,03,8,0,1.5701112431163147,12.967281398273977,14.537392641390293
1758,03,9,0,1.5043362823440973,11.338681728765854,12.843018011109951
1758,03,10,0,1.4227206700438602,10.331485840680653,11.754206510724513
1758,03,11,0,1.3282044571891698,9.572116906698346,10.900321363887516
1758,03,12,0,1.3129808314858937,10.997167129107654,12.310147960593547
1761,03,1,0,13.909293759795158,124.68796264249131,138.59725640228646
1761,03,2,0,13.777177423579928,107.60196783290502,121.37914525648495
1761,03,3,0,14.061423341699012,106.06977618580864,120.13119952750765
1761,03,4,0,14.856141547786857,100.87646562717592,115.73260717496278
1761,03,5,0,15.864187111150157,118.74811032042845,134.6122974315786
1761,03,6,0,16.533668330045273,130.27244807779738,146.80611640784264
1761,03,7,0,16.764120967614094,139.49631741000596,156.26043837762006
1761,03,8,0,16.592148561999405,137.031729661638,153.6238782236374
1761,03,9,0,15.897071747807413,119.82150472823172,135.71857647603912
1761,03,10,0,15.03459886876711,109.17796346361665,124.21256233238375
1761,03,11,0,14.03579890979732,101.15333322086119,115.1891321306585
1761,03,12,0,13.874923264566164,116.21254963128332,130.0874728958495
1851,03,1,0,14.220415641040093,127.47697221953123,141.69738786057133
1851,03,2,0,14.08534413802946,110.00879935404211,124.09414349207157
1851,03,3,0,14.375948044290041,108.44233577654403,122.81828382083407
1851,03,4,0,15.188442438558795,103.13286169596736,118.32130413452616
1851,03,5,0,16.219035878001954,121.40425779385106,137.62329367185302
1851,03,6,0,16.903491994967226,133.1863709426305,150.08986293759773
1851,03,7,0,17.139099377225207,142.61655898724482,159.75565836447004
1851,03,8,0,16.96328030769781,140.09684355302826,157.06012386072607
1851,03,9,0,16.252656075371174,122.50166179504137,138.75431787041254
1851,03,10,0,15.370891477478445,111.62004671887686,126.9909381963553
1851,03,11,0,14.349750447309175,103.41592224007057,117.76567268737975
1851,03,12,0,14.185276349542962,118.81198190224916,132.99725825179212
1863,03,1,0,11.391073923519942,102.11372513672676,113.5047990602467
1863,03,2,0,11.28287670097782,88.12107868795825,99.40395538893607
1863,03,3,0,11.515661076782171,86.86628397167125,98.38194504845342
1863,03,4,0,12.166498854044494,82.61320070930057,94.77969956334506
1863,03,5,0,12.992041957011986,97.24925839500153,110.24130035201352
1863,03,6,0,13.540316383200741,106.68716268984438,120.22747907304513
1863,03,7,0,13.729046528364865,114.24108880849326,127.97013533685812
1863,03,8,0,13.58820901216941,112.22270443057394,125.81091344274336
1863,03,9,0,13.018972966851873,98.12831920567493,111.1472921725268
1863,03,10,0,12.312647218626115,89.41174685865084,101.72439407727695
1863,03,11,0,11.494675841796044,82.83994257564981,94.33461841744585
1863,03,12,0,11.362926063628366,95.1727504323105,106.53567649593886
1879,03,1,0,5.191779341145291,46.54099623720333,51.73277557834862
1879,03,2,0,5.1424656321363775,40.16348229528539,45.30594792742177
1879,03,3,0,5.248563188991577,39.59157684289904,44.84014003189061
1879,03,4,0,5.545199498185443,37.65312310570094,43.19832260388638
1879,03,5,0,5.92146232081202,44.32388851716377,50.24535083797579
1879,03,6,0,6.17135270500904,48.62545980628506,54.7968125112941
1879,03,7,0,6.25737139607304,52.068358854316195,58.325730250389235
1879,03,8,0,6.19318102105212,51.148427477684955,57.341608498737074
1879,03,9,0,5.933736831666892,44.72454343232864,50.65828026399553
1879,03,10,0,5.611810431015082,40.75173801110862,46.3635484421237
1879,03,11,0,5.238998620259817,37.7564666311129,42.99546525137272
1879,03,12,0,5.17895021910959,43.37746579927032,48.556416018379906
1910,03,1,0,4.884600125119579,43.78733014359659,48.67193026871617
1910,03,2,0,4.838204133809611,37.78715113911442,42.62535527292403
1910,03,3,0,4.938024273579932,37.24908330904622,42.187107582626155
1910,03,4,0,5.217109661805183,35.425321021574355,40.64243068337954
1910,03,5,0,5.5711103443677406,41.701400843619865,47.272511187987604
1910,03,6,0,5.806215598599459,45.748463377756295,51.55467897635575
1910,03,7,0,5.887144868031998,48.98765826947855,54.87480313751055
1910,03,8,0,5.826752410406961,48.12215597784935,53.948908388256314
1910,03,9,0,5.582658615840362,42.0783504249001,47.66100904074047
1910,03,10,0,5.279779461396898,38.340601845376256,43.620381306773155
1910,03,11,0,4.929025606542291,35.522550076198655,40.451575682740945
1910,03,12,0,4.872530056847584,40.810974609669294,45.68350466651688
1782,03,1,0,4.222272599567591,37.849985574612795,42.072258174180384
1782,03,2,0,4.182167674329098,32.66340105301788,36.84556872734698
1782,03,3,0,4.268452698740777,32.19829254926904,36.466745248009815
1782,03,4,0,4.509695493945904,30.621823373232104,35.13151886717801
1782,03,5,0,4.8156954415210445,36.04689793134101,40.86259337286205
1782,03,6,0,5.0189215905464275,39.54519887899586,44.56412046954229
1782,03,7,0,5.088877252847375,42.34517502558849,47.434052278435864
1782,03,8,0,5.036673712635473,41.59703054759615,46.633704260231625
1782,03,9,0,4.825677824717667,36.37273502090605,41.198412845623714
1782,03,10,0,4.5638675798605135,33.141806591322506,37.70567417118302
1782,03,11,0,4.260674206276211,30.705868650779156,34.966542857055366
1782,03,12,0,4.211839172626934,35.27720907386189,39.48904824648882
1796,03,1,0,6.809143758711908,61.03963848025932,67.84878223897122
1796,03,2,0,6.744467640592662,52.675375209368994,59.419842849961654
1796,03,3,0,6.8836171439912,51.92530742223711,58.80892456622831
1796,03,4,0,7.272662814200517,49.382978617622996,56.65564143182351
1796,03,5,0,7.766140576249992,58.13184825992821,65.8979888361782
1796,03,6,0,8.093877838970775,63.773462699095276,71.86734053806605
1796,03,7,0,8.206693425863918,68.28890779495808,76.495601220822
1796,03,8,0,8.12250620165368,67.08239561868173,75.20490182033541
1796,03,9,0,7.7822388931249655,58.65731683933634,66.4395557324613
1796,03,10,0,7.360024658326745,53.44688676113705,60.806911419463795
1796,03,11,0,6.871072981536433,49.518516142395164,56.3895891239316
1796,03,12,0,6.792318055903847,56.89059205098737,63.68291010689122
1862,03,1,0,2.7709292548377116,24.83961654551173,27.610545800349442
1862,03,2,0,2.7446098005661423,21.435843235127262,24.180453035693404
1862,03,3,0,2.801235632451367,21.130608854987184,23.93184448743855
1862,03,4,0,2.959554808437581,20.096027487673762,23.055582296111343
1862,03,5,0,3.160371829773815,23.656313435170194,26.81668526494401
1862,03,6,0,3.2937420157111497,25.952125514919864,29.245867530631013
1862,03,7,0,3.3396514605989798,27.789651547283533,31.129303007882513
1862,03,8,0,3.305392110126424,27.298670595194707,30.60406270532113
1862,03,9,0,3.1669229173647384,23.870148876273504,27.03707179363824
1862,03,10,0,2.9951060463353296,21.749803992161386,24.744910038496716
1862,03,11,0,2.796130880964974,20.15118345233363,22.947314333298603
1862,03,12,0,2.764082163074608,23.151193663289543,25.91527582636415
1883,03,1,0,0.46252223722704877,4.146217373263464,4.608739610490512
1883,03,2,0,0.4581290060209369,3.5780610972473346,4.036190103268272
1883,03,3,0,0.46758096384435344,3.5271115148519985,3.994692478696352
1883,03,4,0,0.49400752790954655,3.354419668689636,3.8484271965991828
1883,03,5,0,0.5275278127813258,3.9487009621326616,4.476228774913987
1883,03,6,0,0.5497899028983599,4.331916858938692,4.881706761837052
1883,03,7,0,0.5574530863312458,4.638635859421281,5.1960889457525266
1883,03,8,0,0.5517345313017922,4.556681544636983,5.108416075938775
1883,03,9,0,0.5286213173100084,3.9843942756464803,4.513015592956489
1883,03,10,0,0.499941724194042,3.6304672824616966,4.130409006655738
1883,03,11,0,0.4667288810732569,3.363626276951597,3.830355158024854
1883,03,12,0,0.4613793238180397,3.8643866020493185,4.325765925867358
1896,03,1,0,3.0477707348355625,27.32132415137456,30.369094886210124
1896,03,2,0,3.01882172347207,23.57748238230286,26.59630410577493
1896,03,3,0,3.0811050000855733,23.24175226236839,26.322857262453965
1896,03,4,0,3.2552417271390124,22.103806640480368,25.35904836761938
1896,03,5,0,3.476122227648676,26.01979810777658,29.495920335425257
1896,03,6,0,3.6228173296220367,28.54498306409652,32.16780039371856
1896,03,7,0,3.673313552987317,30.56609495504752,34.23940850803484
1896,03,8,0,3.6356313763014865,30.02606046137523,33.66169183767672
1896,03,9,0,3.4833278295261336,26.25499768868522,29.73832551821135
1896,03,10,0,3.294344862761391,23.922810724953553,27.217155587714945
1896,03,11,0,3.075490236676629,22.16447319652776,25.239963433204387
1896,03,12,0,3.0402395552293395,25.46421219534778,28.504451750577118
1916,03,1,0,1.7218215776307166,15.435034176157625,17.156855753788342
1916,03,2,0,1.7054669903755082,13.31997103589468,15.025438026270187
1916,03,3,0,1.7406535903296743,13.130302122102544,14.870955712432218
1916,03,4,0,1.8390311915946127,12.48742590325109,14.326457094845702
1916,03,5,0,1.9638164346276425,14.699744083598793,16.663560518226436
1916,03,6,0,2.0466910383579977,16.126333654659405,18.173024693017403
1916,03,7,0,2.075218606388436,17.26814987622412,19.343368482612554
1916,03,8,0,2.053930264661099,16.963060312484345,19.016990577145442
1916,03,9,0,1.9678872004010044,14.832618813587315,16.80050601398832
1916,03,10,0,1.8611222963808343,13.515062413650655,15.37618471003149
1916,03,11,0,1.7374815601371425,12.5216991456735,14.259180705810643
1916,03,12,0,1.7175668784819937,14.385868830019664,16.103435708501657
1776,03,1,0,1.2652736851491255,11.34237299972913,12.607646684878256
1776,03,2,0,1.2532555822548845,9.788127328417458,11.041382910672343
1776,03,3,0,1.2791123142010234,9.64874988732264,10.927862201523665
1776,03,4,0,1.3514047001867429,9.176334874589324,10.527739574776067
1776,03,5,0,1.4431026358821992,10.80204802230276,12.24515065818496
1776,03,6,0,1.504002706266652,11.850371650732917,13.35437435699957
1776,03,7,0,1.5249660752934724,12.689430724676109,14.214396799969581
1776,03,8,0,1.5093224227001965,12.46523688158074,13.974559304280936
1776,03,9,0,1.4460940217948606,10.899690485064271,12.345784506859133
1776,03,10,0,1.3676382599963137,9.931489445422512,11.299127705418826
1776,03,11,0,1.2767813605277447,9.201520429414048,10.478301789941792
1776,03,12,0,1.2621471365327974,10.571398050242557,11.833545186775355
1841,03,1,0,1.9552400985134344,17.527482600535322,19.482722699048757
1841,03,2,0,1.9366684037388677,15.125691197490891,17.06235960122976
1841,03,3,0,1.9766250705936328,14.910309841776803,16.886934912370435
1841,03,4,0,2.0883392187305474,14.180282190939307,16.268621409669855
1841,03,5,0,2.23004095719793,16.692513001078353,18.922553958276282
1841,03,6,0,2.324150445931933,18.31249800399427,20.636648449926206
1841,03,7,0,2.35654535005605,19.609104394889,21.965649744945047
1841,03,8,0,2.332371057018428,19.262655403651003,21.59502646066943
1841,03,9,0,2.234663575810182,16.843400876760686,19.078064452570867
1841,03,10,0,2.1134251012979606,15.347230112799178,17.460655214097137
1841,03,11,0,1.9730230245357203,14.21920168106591,16.192224705601628
1841,03,12,0,1.9504086116214296,16.336087289087068,18.2864959007085
1753,06,1,0,13.036308816079725,168.06120293501064,181.09751175109037
1753,06,2,0,12.72925783098775,143.76832598597937,156.49758381696714
1753,06,3,0,12.781988775639984,138.2938491579026,151.07583793354257
1753,06,4,0,13.12349878456096,138.0191972075463,151.14269599210726
1753,06,5,0,13.8426833529927,145.15401352180513,158.99669687479783
1753,06,6,0,14.441865036306366,160.25482877623486,174.6966938125412
1753,06,7,0,14.55657841122493,173.23405850228554,187.79063691351047
1753,06,8,0,14.643710820597558,167.0861802322425,181.72989105284006
1753,06,9,0,14.149377948244979,153.98171216350957,168.13109011175456
1753,06,10,0,13.483243460520232,137.27595877275814,150.7592022332784
1753,06,11,0,12.779152389945217,134.7117937938138,147.490946183759
1753,06,12,0,12.934561887898187,154.20729565256664,167.14185754046483
1797,06,1,0,2.4991431702571885,32.21839965789827,34.71754282815546
1797,06,2,0,2.440279546884993,27.56130090628041,30.001580453165406
1797,06,3,0,2.4503884037744745,26.511808939755056,28.96219734352953
1797,06,4,0,2.5158580408021427,26.459156417049854,28.975014457851998
1797,06,5,0,2.6537302888217353,27.82694600491431,30.480676293736042
1797,06,6,0,2.7685972218411132,30.72186816738058,33.4904653892217
1797,06,7,0,2.7905885041518905,33.21006891367228,36.00065741782417
1797,06,8,0,2.80729234025027,32.03148161515728,34.838773955407554
1797,06,9,0,2.712525589998869,29.519271883409314,32.231797473408186
1797,06,10,0,2.584823379276716,26.31667289012677,28.901496269403488
1797,06,11,0,2.44984465062799,25.825106183250575,28.274950833878567
1797,06,12,0,2.4796376381125453,29.56251767053768,32.04215530865022
1822,06,1,0,1.568150692770225,20.216251051468078,21.784401744238302
1822,06,2,0,1.531215221097918,17.29403646185842,18.825251682956335
1822,06,3,0,1.5375582794400795,16.635506140766747,18.173064420206828
1822,06,4,0,1.578638861730124,16.602467981553257,18.18110684328338
1822,06,5,0,1.6651502964565554,17.460722208562114,19.12587250501867
1822,06,6,0,1.7372264634943133,19.277214456231214,21.014440919725526
1822,06,7,0,1.7510254506835914,20.83849904788075,22.58952449856434
1822,06,8,0,1.7615066958004522,20.098964590370546,21.860471286171
1822,06,9,0,1.7020428976367703,18.52261495257878,20.22465785021555
1822,06,10,0,1.6219129104493515,16.513063083061674,18.134975993511027
1822,06,11,0,1.537217087753463,16.20461710001247,17.74183418776593
1822,06,12,0,1.5559114524939963,18.549750617254514,20.10566206974851
1824,06,1,0,2.3503292217350085,30.299923227568716,32.65025244930372
1824,06,2,0,2.294970690957183,25.920136021017182,28.215106711974364
1824,06,3,0,2.3044776059784784,24.933137090240905,27.23761469621938
1824,06,4,0,2.3660487888037816,24.88361981400604,27.24966860280982
1824,06,5,0,2.4957112976361175,26.169963019870423,28.66567431750654
1824,06,6,0,2.6037383656726956,28.892504182805308,31.496242548478
1824,06,7,0,2.6244201553570874,31.232542558017883,33.85696271337497
1824,06,8,0,2.6401293450363057,30.124135404305097,32.7642647493414
1824,06,9,0,2.551005574531469,27.761517682389357,30.312523256920826
1824,06,10,0,2.4309075180805655,24.749620609427165,27.18052812750773
1824,06,11,0,2.303966231150176,24.2873247276413,26.591290958791475
1824,06,12,0,2.3319851657678874,27.802188356408514,30.1341735221764
1835,06,1,0,2.2737667731326354,29.312897115093254,31.58666388822589
1835,06,2,0,2.22021155766408,25.0757823604646,27.29599391812868
1835,06,3,0,2.229408783010434,24.120935118996076,26.35034390200651
1835,06,4,0,2.2889742721325503,24.073030878025207,26.362005150157756
1835,06,5,0,2.4144129985788587,25.317471194424897,27.731884193003754
1835,06,6,0,2.518921063078515,27.951325029675036,30.470246092753552
1835,06,7,0,2.538929139291163,30.215136182686997,32.75406532197816
1835,06,8,0,2.554126598947082,29.142835615639544,31.696962214586627
1835,06,9,0,2.4679060532481256,26.8571806426989,29.325086695947025
1835,06,10,0,2.3517202152171923,23.94339672457128,26.29511693978847
1835,06,11,0,2.2289140663203386,23.496160224407788,25.725074290728127
1835,06,12,0,2.256020278489755,26.896526461306134,29.152546739795888
1847,06,1,0,2.2311746001488832,28.763808264234164,30.994982864383047
1847,06,2,0,2.178622580359134,24.60606309434639,26.78468567470552
1847,06,3,0,2.1876475233863193,23.66910204039817,25.85674956378449
1847,06,4,0,2.246097232452834,23.622095141116958,25.86819237356979
1847,06,5,0,2.3691862421213297,24.843224615854982,27.212410857976312
1847,06,6,0,2.4717366627614825,27.427741131424643,29.899477794186126
1847,06,7,0,2.491369947921156,29.64914660001419,32.14051654793535
1847,06,8,0,2.506282728937987,28.596932354827857,31.103215083765843
1847,06,9,0,2.4216772655071668,26.35409224449273,28.775769509999897
1847,06,10,0,2.307667819254911,23.494889293131187,25.802557112386097
1847,06,11,0,2.1871620737235604,23.056030421933293,25.243192495656853
1847,06,12,0,2.213760532639083,26.392701037679366,28.606461570318448
1763,06,1,0,1.6250552153800968,20.949851540470107,22.574906755850204
1763,06,2,0,1.5867794417887375,17.92159661497182,19.508376056760557
1763,06,3,0,1.5933526748893017,17.239169768043304,18.832522442932607
1763,06,4,0,1.635923975472255,17.204932731268737,18.840856706740993
1763,06,5,0,1.7255747079180315,18.094330997744596,19.819905705662627
1763,06,6,0,1.8002663505575554,19.976739502476683,21.77700585303424
1763,06,7,0,1.814566070732589,21.59467946197803,23.409245532710617
1763,06,8,0,1.825427655731632,20.82830902789224,22.65373668362387
1763,06,9,0,1.7638060553473636,19.194757346943305,20.958563402290668
1763,06,10,0,1.6807683382532097,17.112283538022126,18.793051876275335
1763,06,11,0,1.5929991021540175,16.792644771334672,18.38564387348869
1763,06,12,0,1.6123718416872026,19.222877701452223,20.835249543139426
1765,06,1,0,0.4114369422641035,5.304153838663167,5.71559078092727
1765,06,2,0,0.40174615323725893,4.537450076753265,4.939196229990523
1765,06,3,0,0.40341038649043653,4.364670953581423,4.768081340071859
1765,06,4,0,0.41418873148098484,4.356002705518592,4.770191436999577
1765,06,5,0,0.4368868052941876,4.581183548452739,5.018070353746926
1765,06,6,0,0.45579748646332,5.057778061641487,5.513575548104807
1765,06,7,0,0.45941793768760164,5.467413539503351,5.9268314771909525
1765,06,8,0,0.46216791029028803,5.27338129674776,5.735549207038048
1765,06,9,0,0.44656634635598574,4.859793190768966,5.306359537124951
1765,06,10,0,0.4255425780000168,4.332545471320119,4.758088049320135
1765,06,11,0,0.40332086775673665,4.25161825386296,4.654939121619696
1765,06,12,0,0.4082257230757285,4.866912796653757,5.275138519729486
1767,06,1,0,1.440029297924362,18.564538435321083,20.004567733245445
1767,06,2,0,1.4061115363304062,15.881075268636424,17.28718680496683
1767,06,3,0,1.4119363527165278,15.27634833753498,16.688284690251507
1767,06,4,0,1.449660560183447,15.246009469315071,16.69567002949852
1767,06,5,0,1.5291038185296564,16.034142419584583,17.56324623811424
1767,06,6,0,1.59529120262162,17.702223215745203,19.297514418366823
1767,06,7,0,1.6079627819066056,19.135947388261727,20.74391017016833
1767,06,8,0,1.6175876860160079,18.45683453861716,20.074422224633167
1767,06,9,0,1.56298221224595,17.00927616769138,18.572258379937328
1767,06,10,0,1.4893990230000589,15.163909149620414,16.653308172620473
1767,06,11,0,1.411623037148578,14.880663888520358,16.292286925668936
1767,06,12,0,1.4287900307650498,17.03419478828815,18.4629848190532
1770,06,1,0,5.42800170519256,69.9765945236543,75.40459622884686
1770,06,2,0,5.3001531481988415,59.86163181728385,65.1617849654827
1770,06,3,0,5.322109030153379,57.58219290730764,62.90430193746102
1770,06,4,0,5.464305485984259,57.46783451982994,62.932140005814205
1770,06,5,0,5.763756436316193,60.43859838147331,66.20235481778951
1770,06,6,0,6.013241105990104,66.72621032034817,72.73945142633828
1770,06,7,0,6.061004963340455,72.13044568167916,78.19145064501961
1770,06,8,0,6.097284777920238,69.57061880093293,75.66790357885317
1770,06,9,0,5.891456601254703,64.11423724183803,70.00569384309273
1770,06,10,0,5.614094413363173,57.1583681249852,62.77246253834838
1770,06,11,0,5.320928028183804,56.09071223600094,61.41164026418474
1770,06,12,0,5.3856367606780315,64.2081647162896,69.59380147696763
1774,06,1,0,3.277700502328616,42.25538816651696,45.53308866884557
1774,06,2,0,3.2004991117912054,36.14746481933195,39.347963931123154
1774,06,3,0,3.2137571778751957,34.77102493112979,37.98478210900498
1774,06,4,0,3.299622551546755,34.70196958361164,38.0015921351584
1774,06,5,0,3.480446100181021,36.495866256911,39.97631235709202
1774,06,6,0,3.6310974948427432,40.292642663739045,43.923740158581786
1774,06,7,0,3.6599397148222677,43.55599185200322,47.21593156682548
1774,06,8,0,3.681847292035957,42.01023960124954,45.69208689328549
1774,06,9,0,3.557557884130166,38.71540191539668,42.27295979952685
1774,06,10,0,3.390072641502229,34.51509820572205,37.90517084722428
1774,06,11,0,3.21304402947194,33.87039386815889,37.08343789763083
1774,06,12,0,3.2521184175286866,38.772120049788185,42.02423846731687
1781,06,1,0,3.277700502328616,42.25538816651696,45.53308866884557
1781,06,2,0,3.2004991117912054,36.14746481933195,39.347963931123154
1781,06,3,0,3.2137571778751957,34.77102493112979,37.98478210900498
1781,06,4,0,3.299622551546755,34.70196958361164,38.0015921351584
1781,06,5,0,3.480446100181021,36.495866256911,39.97631235709202
1781,06,6,0,3.6310974948427432,40.292642663739045,43.923740158581786
1781,06,7,0,3.6599397148222677,43.55599185200322,47.21593156682548
1781,06,8,0,3.681847292035957,42.01023960124954,45.69208689328549
1781,06,9,0,3.557557884130166,38.71540191539668,42.27295979952685
1781,06,10,0,3.390072641502229,34.51509820572205,37.90517084722428
1781,06,11,0,3.21304402947194,33.87039386815889,37.08343789763083
1781,06,12,0,3.2521184175286866,38.772120049788185,42.02423846731687
1783,06,1,0,0.26796857010830544,3.4545913936641077,3.7225599637724134
1783,06,2,0,0.26165696652585935,2.9552378119340204,3.2168947784598796
1783,06,3,0,0.26274088038815524,2.8427068993568865,3.1054477797450417
1783,06,4,0,0.26976080834930866,2.837061275932897,3.1068220842822054
1783,06,5,0,0.2845440467004055,2.983721389059328,3.2682654357597336
1783,06,6,0,0.2968605590796309,3.294127035955939,3.59098759503557
1783,06,7,0,0.2992185562307347,3.560922313658092,3.8601408698888267
1783,06,8,0,0.30100961131228315,3.4345492603294296,3.7355588716417127
1783,06,9,0,0.2908483244917024,3.1651796389165856,3.456027963408288
1783,06,10,0,0.27715556002180475,2.8217835969955845,3.098939157017389
1783,06,11,0,0.2626825769044295,2.769075761317284,3.0317583382217133
1783,06,12,0,0.26587710547346277,3.1698166328583146,3.4356937383317776
1788,06,1,0,0.9946220800416381,12.82244733504155,13.81706941508319
1788,06,2,0,0.9711952271049912,10.968990797448795,11.940186024553785
1788,06,3,0,0.9752184028821616,10.55130849130664,11.526526894188802
1788,06,4,0,1.0012743517109473,10.530353564723903,11.53162791643485
1788,06,5,0,1.0561454706357392,11.074713624256242,12.130859094891981
1788,06,6,0,1.1018608138811523,12.226849899223843,13.328710713104996
1788,06,7,0,1.110613019523087,13.217117056100303,14.32773007562339
1788,06,8,0,1.1172608996455913,12.748056714015538,13.86531761366113
1788,06,9,0,1.0795451323475798,11.748234335438134,12.827779467785714
1788,06,10,0,1.0287215380989507,10.473647224884509,11.50236876298346
1788,06,11,0,0.9750019971587831,10.278010933898384,11.253012931057167
1788,06,12,0,0.9868591662618615,11.765445520158787,12.752304686420649
1800,06,1,0,0.2681410080556081,3.4568144254489623,3.7249554335045705
1800,06,2,0,0.2618253429521951,2.9571395093676975,3.2189648523198926
1800,06,3,0,0.2629099543137589,2.8445361830759066,3.1074461373896654
1800,06,4,0,0.26993439960307264,2.8388869266896104,3.108821326292683
1800,06,5,0,0.28472715097756146,2.985641415693214,3.270368566670775
1800,06,6,0,0.29705158904042855,3.2962468088233496,3.5932983978637782
1800,06,7,0,0.29941110356421646,3.5632137694583865,3.862624873022603
1800,06,8,0,0.30120331119086247,3.436759394988586,3.7379627061794487
1800,06,9,0,0.2910354855756739,3.1672164340510234,3.458251919626697
1800,06,10,0,0.2773339098030286,2.8235994165560703,3.100933326359099
1800,06,11,0,0.26285161331170387,2.7708576633515936,3.0337092766632976
1800,06,12,0,0.266048197561927,3.171856411901338,3.437904609463265
1801,06,1,0,3.0692230240397227,39.56774273862771,42.63696576266743
1801,06,2,0,2.9969320123512033,33.84831262201649,36.845244634367695
1801,06,3,0,3.0093468018203184,32.55942091483477,35.56876771665509
1801,06,4,0,3.089750725746039,32.49475781874494,35.58450854449097
1801,06,5,0,3.259073029099432,34.174554056542455,37.43362708564189
1801,06,6,0,3.4001422722383206,37.72983726703974,41.12997953927806
1801,06,7,0,3.4271499886427583,40.785621789446836,44.212771778089596
1801,06,8,0,3.4476641388335443,39.33818679832916,42.78585093716271
1801,06,9,0,3.3312801336086295,36.2529165978612,39.58419673146983
1801,06,10,0,3.1744477560026403,32.319772357094216,35.49422011309686
1801,06,11,0,3.0086790130771814,31.716074308678465,34.72475332175565
1801,06,12,0,3.045268082575395,36.30602718677294,39.351295269348334
1818,06,1,0,0.9230603319110418,11.899889144326876,12.822949476237918
1818,06,2,0,0.9013190101756272,10.17978636247285,11.081105372648477
1818,06,3,0,0.9050527237566246,9.792155747913393,10.697208471670017
1818,06,4,0,0.9292339813988731,9.772708500687768,10.701942482086642
1818,06,5,0,0.980157195616004,10.277902571193422,11.258059766809426
1818,06,6,0,1.0225833801501054,11.34714415924848,12.369727539398585
1818,06,7,0,1.0307058761281354,12.266162898977967,13.296868775106102
1818,06,8,0,1.0368754500351682,11.830850830465529,12.867726280500698
1818,06,9,0,1.0018732824994097,10.902964354646382,11.904837637145793
1818,06,10,0,0.9547063788910686,9.720082107282728,10.674788486173796
1818,06,11,0,0.9048518881399039,9.538521589659856,10.44337347779976
1818,06,12,0,0.9158559495491929,10.918937217304089,11.834793166853283
1828,06,1,0,0.5116233896469384,6.595735305663711,7.10735869531065
1828,06,2,0,0.49957285693836845,5.642336285719587,6.141909142657956
1828,06,3,0,0.5016423372661882,5.427484794331971,5.929127131598159
1828,06,4,0,0.5150452499178885,5.416705795169179,5.931751045087068
1828,06,5,0,0.5432703903218166,5.696719022740686,6.239989413062502
1828,06,6,0,0.5667858936867856,6.289366097606996,6.856151991293781
1828,06,7,0,0.5712879384405339,6.798749359474619,7.370037297915153
1828,06,8,0,0.5747075397448803,6.5574695337177715,7.1321770734626515
1828,06,9,0,0.555306936143424,6.043171163877418,6.598478100020842
1828,06,10,0,0.5291638008910519,5.387536635962611,5.916700436853663
1828,06,11,0,0.5015310203831674,5.286903335796898,5.7884343561800655
1828,06,12,0,0.5076302264734646,6.052024420650334,6.559654647123799
1829,06,1,0,0.5350749504800977,6.8980676284039415,7.4331425788840395
1829,06,2,0,0.5224720509200396,5.900967136699656,6.423439187619695
1829,06,3,0,0.5246363911482919,5.676267380118674,6.200903771266965
1829,06,4,0,0.5386536604297971,5.664994298082226,6.203647958512023
1829,06,5,0,0.568172572015031,5.957842644949223,6.526015216964254
1829,06,6,0,0.5927659683552732,6.577655207574825,7.170421175930098
1829,06,7,0,0.5974743757940603,7.11038734831471,7.70786172410877
1829,06,8,0,0.6010507232316696,6.858047847363075,7.459098570594745
1829,06,9,0,0.5807608435635472,6.320175302160981,6.900936145724527
1829,06,10,0,0.5534193711374904,5.634488096188737,6.1879074673262275
1829,06,11,0,0.5245199717724869,5.529242012463019,6.053761984235506
1829,06,12,0,0.5308987505046042,6.329434370501512,6.860333121006116
1843,06,1,0,0.224859083282645,2.8988334474504485,3.1236925307330936
1843,06,2,0,0.21956285994190514,2.479813453514777,2.699376313456682
1843,06,3,0,0.22047239898722937,2.385385969601918,2.6058583685891477
1843,06,4,0,0.2263629949083002,2.380648586754503,2.6070115816628032
1843,06,5,0,0.23876797741140848,2.5037147305877503,2.7424827079991587
1843,06,6,0,0.2491030688802051,2.7641838191033106,3.0132868879835155
1843,06,7,0,0.2510817228602819,2.9880583635843965,3.2391400864446784
1843,06,8,0,0.25258464166745,2.882015595540268,3.134600237207718
1843,06,9,0,0.24405805349882878,2.6559808553070967,2.9000389088059255
1843,06,10,0,0.23256811471585165,2.36782870687403,2.6003968215898814
1843,06,11,0,0.22042347508582757,2.3236002527398574,2.5440237278256848
1843,06,12,0,0.22310408335739734,2.659871872102473,2.88297595545987
1823,06,1,0,0.1770937718798132,2.2830536430457133,2.4601474149255265
1823,06,2,0,0.17292258984688386,1.9530432643862543,2.1259658542331383
1823,06,3,0,0.1736389215950035,1.8786743794334122,2.052313301028416
1823,06,4,0,0.1782782176156628,1.8749433271448424,2.0532215447605053
1823,06,5,0,0.18804809263919978,1.9718673530012418,2.1599154456404417
1823,06,6,0,0.19618776973924126,2.177006734830598,2.3731945045698395
1823,06,7,0,0.19774611148582016,2.3533251069027417,2.5510712183885618
1823,06,8,0,0.19892977530097478,2.2698082949538767,2.4687380702548514
1823,06,9,0,0.1922144332387248,2.091788603067782,2.284003036306507
1823,06,10,0,0.18316522531685553,1.8648466886193469,2.0480119139362025
1823,06,11,0,0.17360039027081664,1.8300133892360686,2.0036137795068854
