GRAND_ID,HUC2,Month,demand_res_irr,demand_res_watsupply,demand_Thermoelectric,Total_demand_res_Mm3_month
492,14,5,3.5246360538580994,0.18805282712118518,0.23787721994418012,3.950566100923465
492,14,6,11.717493198744398,0.24595750176100362,0.2586872677495436,12.222137968254945
492,14,7,14.800580543822797,0.2594630960624914,0.2977368209108311,15.35778046079612
492,14,8,11.389889441812892,0.24312229591760526,0.3021232341625416,11.935134971893039
492,14,9,6.293827423318053,0.204886245900757,0.27791772192261205,6.7766313911414215
492,14,10,1.5041468766365296,0.14033922554271797,0.2681129043123846,1.9125990064916323
492,14,11,0.07684874326214872,0.11842922562000519,0.2626808725444758,0.4579588414266297
492,14,12,0,0.11814196435078754,0.2851130243987739,0.40325498874956145
493,14,1,0,0.24712670439408974,0.5978066041686152,0.8449333085627049
493,14,2,0,0.24555442595914892,0.4984079898925263,0.7439624158516752
493,14,3,0.012521793117571333,0.26311917897621306,0.5134739507365783,0.7891149228303627
493,14,4,0.512943146436014,0.30695037879970044,0.46609722037023504,1.2859907456059494
493,14,5,7.374272393669121,0.39344566372270834,0.49768866609560797,8.265406723487438
493,14,6,24.515435153630545,0.5145942978330024,0.5412276184007825,25.57125706986433
493,14,7,30.96589572563648,0.5428508127456669,0.6229274130638914,32.13167395144604
493,14,8,23.830019892625682,0.5086624569672039,0.6321047027627544,24.97078705235564
493,14,9,13.16799723690295,0.4286646802397156,0.5814617319827935,14.178123649125459
493,14,10,3.1469884036007056,0.293618876064029,0.5609480123467144,4.0015552920114486
493,14,11,0.16078356949958283,0.2477785949381246,0.5495830710320568,0.9581452354697643
493,14,12,0,0.2471775845600337,0.5965158027019474,0.8436933872619811
509,14,1,0,0.0668409419750209,0.1616901606788648,0.2285311026538857
509,14,2,0,0.0664156841223897,0.13480558328964587,0.20122126741203555
509,14,3,0,0.07116646425397322,0.13888050921496928,0.2100469734689425
509,14,4,0,0.08302159213778655,0.1260664133318588,0.20908800546964534
509,14,5,0,0.10641617563626636,0.134611026087546,0.24102720172381237
509,14,6,0,0.13918353213370874,0.14638710909653777,0.2855706412302465
509,14,7,0,0.14682613829529073,0.16848464504611113,0.31531078334140183
509,14,8,0,0.13757913315915027,0.17096684821291844,0.3085459813720687
509,14,9,0,0.11594194601062693,0.15726932458978138,0.2732112706004083
509,14,10,0,0.07941578918346948,0.1517209305089036,0.23113671969237307
509,14,11,0,0.06701726034633869,0.14864702805540284,0.2156642884017415
509,14,12,0,0.06685470365337888,0.16134103456501014,0.228195738218389
541,14,1,0,0.18149181322748578,0.4390339150758433,0.6205257283033291
541,14,2,0,0.18033711946520897,0.36603478379418863,0.5463719032593977
541,14,3,0.009196104254857793,0.19323681349777408,0.37709934502121356,0.5795322627738454
541,14,4,0.37670951812972253,0.22542679454982273,0.3423054981965279,0.9444418108760732
541,14,5,5.415724177772868,0.2889496183368912,0.36550650668823814,6.070180302797998
541,14,6,18.004330163355927,0.377922136821366,0.39748185884317966,18.77973415902047
541,14,7,22.74159960672151,0.3986739456538542,0.4574828365201009,23.597756388895466
541,14,8,17.500955755322757,0.37356574580668295,0.4642227109179097,18.33874421204735
541,14,9,9.670681689215272,0.3148147436111199,0.427030111208311,10.412526544034701
541,14,10,2.3111732622167502,0.21563603312451854,0.41196467268388864,2.9387739680251577
541,14,11,0.1180807296290099,0.18197056681728022,0.4036181695753783,0.7036694660216685
541,14,12,0,0.18152918002520652,0.43808594023323527,0.6196151202584418
567,14,1,0,0.08397013265531811,0.2031261654920705,0.2870962981473886
567,14,2,0,0.08343589484772554,0.16935193276808333,0.25278782761580887
567,14,3,0.004254726868724676,0.08940414762929765,0.17447113157647048,0.2681300060744928
567,14,4,0.17429077183897598,0.10429736474496284,0.15837319370532463,0.43696133028926343
567,14,5,2.505672677710242,0.1336872300242014,0.1691075167920865,2.8084674245265298
567,14,6,8.329995525981037,0.174851809555151,0.1839014323654878,8.688748767901675
567,14,7,10.521770110792726,0.1844529706737394,0.2116618583890284,10.917884939855494
567,14,8,8.097101187298898,0.17283625455629903,0.21478017065446822,8.484717612509666
567,14,9,4.4742978202158525,0.14565414997392442,0.19757241083393778,4.8175243810237145
567,14,10,1.069301815694099,0.0997675100861806,0.19060214121730967,1.3596714669975891
567,14,11,0.05463196578766183,0.08419163577289322,0.18674049610634721,0.3255640976669023
567,14,12,0,0.08398742101067538,0.2026875695473161,0.2866749905579915
601,14,1,0,0.3654955808346707,0.8841443200285546,1.2496399008632253
601,14,2,0,0.36317021166333213,0.7371357061756952,1.1003059178390273
601,14,3,0.018519488048932085,0.3891481391476551,0.7594179687220689,1.1670855959186561
601,14,4,0.7586329195036124,0.45397362968881083,0.6893487075883928,1.901955256780816
601,14,5,10.906405191480523,0.5818984708341903,0.7360718402952049,12.224375502609918
601,14,6,36.25785093869117,0.7610749402490752,0.8004651024508644,37.81939098139111
601,14,7,45.79795644528504,0.8028657752609748,0.9212975069361665,47.52211972748218
601,14,8,35.244135122150254,0.7523018631832862,0.9348705395924228,36.93130752492596
601,14,9,19.475211350919817,0.6339867100630112,0.8599705725257404,20.969168633508566
601,14,10,4.654334533672199,0.4342565968909187,0.8296311808689332,5.918222311432051
601,14,11,0.2377957666169853,0.36645971424800144,0.8128226540966559,1.4170781349616426
601,14,12,0,0.36557083160876347,0.8822352498090544,1.247806081417818
497,14,1,0,0.02226254659614598,0.05385374038559744,0.07611628698174341
497,14,2,0,0.022120907018967115,0.04489936094150086,0.06702026796046798
497,14,3,0,0.0237032375625275,0.046256586402540274,0.06995982396506778
497,14,4,0,0.027651795573802908,0.04198862730058987,0.06964042287439279
497,14,5,0,0.035443771417395464,0.0448345602572289,0.08027833167462436
497,14,6,0,0.04635751349376317,0.04875679098829395,0.09511430448205713
497,14,7,0,0.048903017353535166,0.056116762424980655,0.10501977977851581
497,14,8,0,0.04582314031058355,0.05694350367112886,0.10276664398171241
497,14,9,0,0.03861649610614449,0.05238130348511326,0.09099779959125776
497,14,10,0,0.026450819736014687,0.05053331364371509,0.07698413337972979
497,14,11,0,0.022321272518331305,0.049509496585172716,0.07183076910350403
497,14,12,0,0.022267130164190255,0.053737457817638945,0.0760045879818292
502,14,1,0,0.03365731036989402,0.08141800161584102,0.11507531198573503
502,14,2,0,0.03344317461551474,0.0678804520449428,0.10132362666045754
502,14,3,0.0017053999824868,0.03583539825364941,0.06993235380680296,0.10747315204293917
502,14,4,0.06986006115379498,0.04180496880233205,0.06347990132029242,0.17514493127641945
502,14,5,1.0043357123804173,0.05358515523472845,0.06778248406390776,1.1257033516790536
502,14,6,3.3388686659412574,0.07008493897577045,0.07371225209326007,3.482665857010288
502,14,7,4.217386242716582,0.07393332231709678,0.08483931888628381,4.376158883919963
502,14,8,3.245518842705989,0.0692770545766542,0.08608921572971232,3.4008851130123556
502,14,9,1.7934094619154766,0.05838179335095984,0.07919191909892624,1.9309831743653627
502,14,10,0.4286026703999514,0.03998929078254166,0.07639806227829114,0.5449900234607842
502,14,11,0.021897845942206107,0.03374609430937792,0.07485021920685572,0.13049415945843976
502,14,12,0,0.033664239971213504,0.08124220149057301,0.11490644146178652
517,14,1,0,0.02849890242635128,0.06893966446807526,0.09743856689442654
517,14,2,0,0.028317585681103954,0.057476915363262084,0.08579450104436603
517,14,3,0.0014440258940674685,0.030343170830242704,0.05921433726231014,0.09100153398662031
517,14,4,0.05915312437151244,0.03539782929000788,0.05375080462102646,0.14830175828254677
517,14,5,0.8504085785782781,0.04537255335475046,0.05739396221276549,0.953175094145794
517,14,6,2.827144869251808,0.05934353682681255,0.0624149183920379,2.9489033244706584
517,14,7,3.571018530729809,0.06260210681170823,0.07183662165177093,3.705457259193288
517,14,8,2.7481020855396934,0.05865947091634159,0.07289495601635332,2.8796565124723883
517,14,9,1.5185468091158483,0.04943404609278193,0.06705475721478187,1.6350356124234122
517,14,10,0.36291389743155744,0.033860426860788155,0.06468909424143576,0.46146341853378137
517,14,11,0.018541724457353578,0.02857407910566913,0.06337847767168159,0.1104942812347043
517,14,12,0,0.02850476997873996,0.06879080793255617,0.09729557791129613
536,14,1,0,0,0.05630359130497418,0.05630359130497418
536,14,2,0,0,0.046941869779222774,0.046941869779222774
536,14,3,0.0011793478311897653,0,0.04836083654216102,0.04954018437335079
536,14,4,0.048310843470499555,0,0.043898724472284704,0.09220956794278426
536,14,5,0.6945356844997158,0,0.046874121258555355,0.7414098057582712
536,14,6,2.3089524804986707,0,0.05097477748975664,2.3599272579884274
536,14,7,2.9164802214813275,0,0.05866956007719446,2.975149781558522
536,14,8,2.244397588564213,0,0.05953391046223369,2.303931499026447
536,14,9,1.2402096757741652,0,0.054764172039503886,1.294973847813669
536,14,10,0.2963947666055737,0,0.05283211562112272,0.3492268822266964
536,14,11,0.015143178952078045,0,0.05176172428298185,0.06690490323505989
536,14,12,0,0,0.05618201894741183,0.05618201894741183
575,14,1,0,0.027534310523155137,0.06660628891697064,0.09414059944012577
575,14,2,0,0.02735913073931646,0.05553151527905292,0.08289064601836939
575,14,3,0,0.02931615665045849,0.057210131295994164,0.08652628794645265
575,14,4,0,0.03419973193829059,0.05193152084117888,0.08613125277946947
575,14,5,0,0.0438368451741835,0.055451369813431926,0.09928821498761542
575,14,6,0,0.057334957890199295,0.0603023835295044,0.1176373414197037
575,14,7,0,0.060483236251354336,0.06940519385284659,0.12988843010420092
575,14,8,0,0.056674045307832745,0.07042770716215892,0.12710175246999167
575,14,9,0,0.047760870056387204,0.0647851794285035,0.11254604948489069
575,14,10,0,0.03271436540550624,0.06249958618260313,0.09521395158810937
575,14,11,0,0.027606942724966645,0.061233329571434965,0.08884027229640161
575,14,12,0,0.027539979478649064,0.0664624706740409,0.09400245015268996
1112,08,1,0,8.579763115118974,68.47341137283902,77.053174487958
1112,08,2,0,8.371744372587044,59.11187514223653,67.48361951482357
1112,08,3,0,8.550501039365757,64.03633393987982,72.58683497924558
1112,08,4,0,8.637100815194588,61.825712071235785,70.46281288643037
1112,08,5,0,9.135532057419447,70.35889217561154,79.494424233031
1112,08,6,0,9.14688211602578,83.28605236763714,92.43293448366292
1112,08,7,0,9.232625466002302,90.56938141611239,99.8020068821147
1112,08,8,0,9.24064360816176,87.99545221041453,97.23609581857629
1112,08,9,0,8.993483961039885,77.24560662967396,86.23909059071384
1112,08,10,0,8.87029681326832,64.56633338617425,73.43663019944258
1112,08,11,0,8.539999946992467,57.98824458292012,66.52824452991258
1112,08,12,0,8.556534136652669,65.32835180166846,73.88488593832113
1848,08,1,0,6.88075250945624,54.91394002527286,61.794692534729094
1848,08,2,0,6.713926751508649,47.406225296229266,54.12015204773792
1848,08,3,0,6.85728506653628,51.355516410093315,58.21280147662959
1848,08,4,0,6.926735891326832,49.58265371376463,56.50938960509146
1848,08,5,0,7.32646511166936,56.42604782954861,63.752512941217965
1848,08,6,0,7.3355675709319454,66.79330258215134,74.12887015308328
1848,08,7,0,7.404331563900527,72.63434783655714,80.03867940045767
1848,08,8,0,7.41076191064141,70.57012186625509,77.9808837768965
1848,08,9,0,7.2125461394887855,61.949018233964175,69.16156437345296
1848,08,10,0,7.113753169940676,51.78056252980198,58.89431569974266
1848,08,11,0,6.848863456670125,46.50510207324726,53.35396552991738
1848,08,12,0,6.862123457613016,52.391681980806894,59.25380543841991
1869,08,1,0,6.2102851193487485,49.56307091631059,55.77335603565934
1869,08,2,0,6.059715029713614,42.78691540163136,48.84663043134498
1869,08,3,0,6.189104367482626,46.351383648774345,52.54048801625697
1869,08,4,0,6.251787834607844,44.75127046253091,51.00305829713876
1869,08,5,0,6.612567040872052,50.92783742736287,57.54040446823492
1869,08,6,0,6.620782547421696,60.284896532468565,66.90567907989026
1869,08,7,0,6.682846108302995,65.55678450911454,72.23963061741753
1869,08,8,0,6.688649875641272,63.693698777034754,70.38234865267603
1869,08,9,0,6.509748447008627,55.912644084775415,62.42239253178404
1869,08,10,0,6.420581962988497,46.73501285046936,53.15559481345786
1869,08,11,0,6.1815033676848765,41.97359852463371,48.155101892318584
1869,08,12,0,6.193471300905119,47.286584212395915,53.48005551330103
1101,08,1,0,3.1570228639295888,25.19558201955224,28.35260488348183
1101,08,2,0,3.080479966708809,21.75089671472871,24.83137668143752
1101,08,3,0,3.1462555454198093,23.562908166331997,26.709163711751806
1101,08,4,0,3.178120932451419,22.749484335257474,25.92760526770889
1101,08,5,0,3.3615244608108243,25.889366442733326,29.25089090354415
1101,08,6,0,3.3657008458748825,30.646064237802843,34.01176508367772
1101,08,7,0,3.397251101129458,33.32604922375663,36.72330032488608
1101,08,8,0,3.400201469080647,32.3789422648005,35.77914373388115
1101,08,9,0,3.3092562242603645,28.423412511035284,31.732668735295647
1101,08,10,0,3.2639280914391,23.757927579732005,27.021855671171103
1101,08,11,0,3.1423915472797797,21.337443881733712,24.47983542901349
1101,08,12,0,3.1484754931991983,24.038321050760523,27.186796543959723
1121,08,1,0,3.1416714726526447,25.07306556822979,28.214737040882433
1121,08,2,0,3.065500774182192,21.64513044679722,24.710631220979412
1121,08,3,0,3.130956511482857,23.448330781728,26.579287293210857
1121,08,4,0,3.162666949359646,22.63886231874646,25.80152926810611
1121,08,5,0,3.3451786567070516,25.763476383869484,29.108655040576537
1121,08,6,0,3.349334733612441,30.497044182044586,33.84637891565703
1121,08,7,0,3.380731572077156,33.16399742894897,36.54472900102612
1121,08,8,0,3.3836675935206437,32.22149588786111,35.60516348138175
1121,08,9,0,3.2931645805428875,28.28520035810213,31.578364938645016
1121,08,10,0,3.248056861045436,23.642401890522454,26.89045875156789
1121,08,11,0,3.1271113024837036,21.233688076344766,24.36079937882847
1121,08,12,0,3.1331656645076795,23.921431915649315,27.054597580156994
1864,08,1,0,2.7684292124493575,22.09429208908887,24.86272130153823
1864,08,2,0,2.7013078763663634,19.073608414439,21.774916290805365
1864,08,3,0,2.758987228533816,20.662581840392367,23.421569068926182
1864,08,4,0,2.7869303484054626,19.94928124261139,22.736211591016854
1864,08,5,0,2.9477589858466473,22.70267953101133,25.650438516857978
1864,08,6,0,2.9514213053521146,26.87388186252463,29.825303167876744
1864,08,7,0,2.9790880825886537,29.22399114073403,32.20307922332268
1864,08,8,0,2.9816752937605675,28.393462289503418,31.375137583263985
1864,08,9,0,2.9019243754601405,24.924813314498568,27.82673768995871
1864,08,10,0,2.862175620871782,20.833596579379495,23.695772200251277
1864,08,11,0,2.7555988446706747,18.711046928454518,21.466645773125194
1864,08,12,0,2.76093392595967,21.079476799331154,23.840410725290823
1125,08,1,0,1.8053032689512505,14.407772304319138,16.213075573270388
1125,08,2,0,1.761533189188295,12.437972936580078,14.199506125768373
1125,08,3,0,1.7991461151575183,13.47414857988371,15.273294695041228
1125,08,4,0,1.8173679304100556,13.009002534202605,14.82637046461266
1125,08,5,0,1.9222448994898123,14.804504080140767,16.726748979630578
1125,08,6,0,1.9246331120348297,17.52456106071122,19.44919417274605
1125,08,7,0,1.9426747231989743,19.057076301940892,20.999751025139865
1125,08,8,0,1.94436185349117,18.515485264199167,20.459847117690337
1125,08,9,0,1.8923559749004568,16.253566012205575,18.145921987106032
1125,08,10,0,1.8664356601340857,13.585667944707621,15.452103604841707
1125,08,11,0,1.7969365370917025,12.201545206046015,13.998481743137718
1125,08,12,0,1.800415563988194,13.746007375765874,15.546422939754068
983,11,1,0,0.21606363458308606,0.8438451348952667,1.0599087694783527
983,11,2,0,0.21473933101665696,0.7137777463934111,0.9285170774100681
983,11,3,0,0.21739585312075468,0.6651029221604344,0.8824987752811891
983,11,4,0,0.22584865858901157,0.6073358036839391,0.8331844622729507
983,11,5,0,0.24504481975898584,0.7200575535949119,0.9651023733538977
983,11,6,0,0.2724334735232259,0.8736288746605515,1.1460623481837775
983,11,7,0,0.284049754668032,1.0127920429706052,1.2968417976386373
983,11,8,0,0.2800828312859749,0.9988782383025087,1.2789610695884837
983,11,9,0,0.2610196372495941,0.8481794754591315,1.1091991127087257
983,11,10,0,0.23043054517148534,0.6934510357989017,0.923881580970387
983,11,11,0,0.21755404373955328,0.7171836925536663,0.9347377362932197
983,11,12,0,0.21545623553372242,0.8106144181929549,1.0260706537266773
991,11,1,0,0.7437661989030547,2.9048085285381,3.648574727441155
991,11,2,0,0.7392074853014006,2.457071326792235,3.1962788120936354
991,11,3,0,0.7483521585893385,2.289515647781782,3.0378678063711204
991,11,4,0,0.7774496557471713,2.0906611287705172,2.8681107845176887
991,11,5,0,0.8435295208502082,2.4786886079284933,3.3222181287787014
991,11,6,0,0.9378107956357955,3.00733452259114,3.9451453182269356
991,11,7,0,0.977798076647396,3.486382562864074,4.46418063951147
991,11,8,0,0.9641425462713314,3.4384864065754956,4.402628952846827
991,11,9,0,0.898520400301469,2.9197288366786047,3.8182492369800736
991,11,10,0,0.7932221034051364,2.3870997172511252,3.180321820656262
991,11,11,0,0.7488967057338544,2.468795778406546,3.2176924841404
991,11,12,0,0.7416753200606514,2.7904168406624694,3.5320921607231206
1001,11,1,0,0.28188250527227804,1.1009033572219737,1.3827858624942517
1001,11,2,0,0.2801547827530936,0.9312138979297071,1.2113686806828006
1001,11,3,0,0.2836205538786195,0.8677113958776875,1.151331949756307
1001,11,4,0,0.29464831422602406,0.7923468389963986,1.0869951532224227
1001,11,5,0,0.3196921491714275,0.9394067055254955,1.259098854696923
1001,11,6,0,0.3554241331954682,1.1397600357075317,1.4951841689029999
1001,11,7,0,0.37057905011317793,1.3213160971917277,1.6918951473049058
1001,11,8,0,0.3654036937728335,1.303163768479494,1.6685674622523274
1001,11,9,0,0.3405333313731851,1.1065580560295867,1.4470913874027718
1001,11,10,0,0.30062596831498406,0.90469511739831,1.205321085713294
1001,11,11,0,0.2838269336704969,0.93565738810022,1.219484321770717
1001,11,12,0,0.2810900759212445,1.0575496586964643,1.3386397346177088
1003,11,1,0,0.36417923669659835,1.4223165212844813,1.7864957579810796
1003,11,2,0,0.3619470986373301,1.203085541693093,1.565032640330423
1003,11,3,0,0.36642471558571077,1.1210432286971503,1.487467944282861
1003,11,4,0,0.3806720749310932,1.0236756862436232,1.4043477611747164
1003,11,5,0,0.41302755823986725,1.2136702724260426,1.62669783066591
1003,11,6,0,0.4591916387490877,1.4725175633738687,1.9317092021229565
1003,11,7,0,0.4787710946289793,1.7070796474063243,2.1858507420353037
1003,11,8,0,0.47208477218467226,1.683627673299944,2.155712445484616
1003,11,9,0,0.4399534074292644,1.429622132157765,1.8695755395870293
1003,11,10,0,0.38839492917935875,1.168824496500805,1.5572194256801637
1003,11,11,0,0.36669134878809023,1.208826326694997,1.5755176754830873
1003,11,12,0,0.36315545440859637,1.3663055360630183,1.7294609904716147
1007,11,1,0,0.2928060309281496,1.1435656219681785,1.436371652896328
1007,11,2,0,0.2910113556151182,0.9673003478330588,1.258311703448177
1007,11,3,0,0.29461143248541005,0.9013369934847704,1.1959484259701805
1007,11,4,0,0.3060665411812526,0.8230519053351755,1.1291184465164281
1007,11,5,0,0.3320808761343925,0.9758106435392915,1.307891519673684
1007,11,6,0,0.3691975478808755,1.183928076500139,1.5531256243810145
1007,11,7,0,0.3849397489352978,1.3725198080188623,1.75745955695416
1007,11,8,0,0.37956383691411244,1.353664039310555,1.7332278762246673
1007,11,9,0,0.3537296969239358,1.149439451961111,1.503169148885047
1007,11,10,0,0.31227584163556477,0.9397539101250755,1.2520297517606402
1007,11,11,0,0.2948258099178265,0.9719160323681433,1.2667418422859698
1007,11,12,0,0.2919828933132665,1.0985318786393816,1.390514771952648
1017,11,1,0,0.4715630482288947,1.8417082764166615,2.313271324645556
1017,11,2,0,0.46867273016231814,1.5578336932853623,2.0265064234476804
1017,11,3,0,0.47447064087280394,1.4515999509362694,1.9260705918090733
1017,11,4,0,0.49291905177910234,1.3255221010993938,1.818441152878496
1017,11,5,0,0.5348150436385063,1.5715394935786122,2.1063545372171184
1017,11,6,0,0.5945913085378375,1.9067118626910236,2.501303171228861
1017,11,7,0,0.6199440661006662,2.2104381606222203,2.8303822267228864
1017,11,8,0,0.6112861793362279,2.1800710136730843,2.791357193009312
1017,11,9,0,0.5696803908095255,1.851168058264274,2.4208484490737994
