pars,period,Method,GRAND_ID,nrmse_stor,nrmse_release,kge_stor,kge_release,pbias_stor,pbias_release,nse_stor,nse_release,r2_stor,r2_release
default,Evaluation,natlake,42,394.1,26.9,-0.3843262013435056,0.9573331510958902,4.4,-0,-14.538205065065712,0.927835216463704,3.2616176180690504e-4,0.9313676311358032
default,Evaluation,rulebasedloc200,42,394,26.9,-0.36402849092776335,0.957320278087017,4.4,-0,-14.531055093222834,0.9274438677482661,5.842140468105508e-4,0.9309682120409554
default,Evaluation,sdp,42,394.2,26.8,NA,0.9571326225576667,4.4,-0,-14.547499550706782,0.9283018257472717,NA,0.9318882076657282
default,Evaluation,starfit,42,2505.9,64.9,-19.957693487671353,0.7902935868830463,-13.7,0.1,-627.1470496863545,0.579115447802949,0.002521331604321348,0.6246154459974521
default,Fitting,gdrom,42,2987.1,209.1,-22.99234534033057,-0.3582499053403474,-25.8,19.3,-891.4117763002397,-3.373480791298751,0.01597578894475028,0.14238416900712825
default,Fitting,h06,42,3846,149.8,-26.541378297063883,0.19180117708506184,-40.9,21.4,-1478.4773491043438,-1.245251036717527,0.03481050518281282,0.24000384427477714
default,Fitting,natlake,42,255.5,28.8,-0.2563803684829429,0.9495575410205739,3.7,0,-5.527155179160393,0.9171341073094162,7.371263473395415e-4,0.922149075809217
default,Fitting,rulebasedloc200,42,255.8,29,-0.18776951329543312,0.9491733433951022,3.7,0,-5.545515730884812,0.9157807609948174,9.376523620254746e-4,0.9208569122618805
default,Fitting,sdp,42,255.5,28.5,-0.35409980928303453,0.9495685565265598,3.8,0,-5.52869061645715,0.9190379814324617,0.0010741007050298474,0.9240843657743492
default,Fitting,starfit,42,1870.7,56.6,-14.311341929792954,0.8410151261213774,-14.4,0.2,-349.01337960180746,0.6796145032406962,0.009584585024996416,0.7077462320609624
fitted,Evaluation,gdrom,42,4626.5,108.3,-35.000147023819146,0.5022716474388536,-31.7,9.9,-2140.004838762332,-0.17352627167244616,0.015936484878452666,0.29994478436264727
